mini_game,category,skill_id,skill_name,current_level,buy_to_level,max_level,cost_resource,cost_amount,value_after_purchase,delta,notes
Mana Crystal,Auto,automation,Wand Speed,32,33,uncapped,Mana,6721551,1.8s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,33,34,uncapped,Mana,9544603,1.7s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,34,35,uncapped,Mana,13553336,1.6s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,35,36,uncapped,Mana,19245738,1.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,36,37,uncapped,Mana,27328948,1.4s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,37,38,uncapped,Mana,38807106,1.3s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,38,39,uncapped,Mana,55106090,1.2s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,39,40,uncapped,Mana,78250648,1.1s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,40,41,uncapped,Mana,111115920,1s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,41,42,uncapped,Mana,157784606,0.9s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,42,43,uncapped,Mana,224054140,0.8s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,43,44,uncapped,Mana,318156879,0.7s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,44,45,uncapped,Mana,451782768,0.6s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,45,46,uncapped,Mana,641531531,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,46,47,uncapped,Mana,910974774,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,47,48,uncapped,Mana,1293584179,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,48,49,uncapped,Mana,1836889535,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,49,50,uncapped,Mana,2608383139,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,50,51,uncapped,Mana,3703904057,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,51,52,uncapped,Mana,5259543762,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,52,53,uncapped,Mana,7468552142,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,53,54,uncapped,Mana,10605344041,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,54,55,uncapped,Mana,15059588538,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,55,56,uncapped,Mana,21384615724,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,56,57,uncapped,Mana,30366154328,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,57,58,uncapped,Mana,43119939146,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,58,59,uncapped,Mana,61230313588,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,59,60,uncapped,Mana,86947045294,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,60,61,uncapped,Mana,123464804318,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,61,62,uncapped,Mana,175320022132,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,62,63,uncapped,Mana,248954431427,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,63,64,uncapped,Mana,353515292627,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,64,65,uncapped,Mana,501991715530,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,65,66,uncapped,Mana,712828236052,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,66,67,uncapped,Mana,1012216095194,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,67,68,uncapped,Mana,1437346855176,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,68,69,uncapped,Mana,2041032534349,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,69,70,uncapped,Mana,2898266198776,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,70,71,uncapped,Mana,4115538002262,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,71,72,uncapped,Mana,5844063963212,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,72,73,uncapped,Mana,8298570827761,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,73,74,uncapped,Mana,11783970575421,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,74,75,uncapped,Mana,16733238217098,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,75,76,uncapped,Mana,23761198268279,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,76,77,uncapped,Mana,33740901540956,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,77,78,uncapped,Mana,47912080188158,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,78,79,uncapped,Mana,68035153867184,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,79,80,uncapped,Mana,96609918491402,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,80,81,uncapped,Mana,137186084257791,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,81,82,uncapped,Mana,194804239646063,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,82,83,uncapped,Mana,276622020297409,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,83,84,uncapped,Mana,392803268822321,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,84,85,uncapped,Mana,557780641727695,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,85,86,uncapped,Mana,792048511253328,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,86,87,uncapped,Mana,1124708885979725,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,87,88,uncapped,Mana,1597086618091210,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,88,89,uncapped,Mana,2267862997689517,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,89,90,uncapped,Mana,3220365456719114,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,90,91,uncapped,Mana,4572918948541141,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,91,92,uncapped,Mana,6493544906928421,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,92,93,uncapped,Mana,9220833767838358,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,93,94,uncapped,Mana,13093583950330468,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,94,95,uncapped,Mana,18592889209469264,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,95,96,uncapped,Mana,26401902677446350,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,96,97,uncapped,Mana,37490701801973816,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,97,98,uncapped,Mana,53236796558802820,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,98,99,uncapped,Mana,75596251113500000,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,automation,Wand Speed,99,100,uncapped,Mana,107346676581169980,0.5s,-0.1s,uncapped; exported first 100 levels
Mana Crystal,Auto,extraWands,Wand Count,0,1,9,Mana,260,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,1,2,9,Mana,533,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,2,3,9,Mana,1093,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,3,4,9,Mana,2240,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,4,5,9,Mana,4592,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,5,6,9,Mana,9413,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,6,7,9,Mana,19297,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,7,8,9,Mana,39559,0 wands,+1 wand,
Mana Crystal,Auto,extraWands,Wand Count,8,9,9,Mana,81097,0 wands,+1 wand,
Snake,General,speed,Vitesse,0,1,26,Mana,25,0.68s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,1,2,26,Mana,32,0.66s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,2,3,26,Mana,41,0.63s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,3,4,26,Mana,52,0.61s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,4,5,26,Mana,67,0.59s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,5,6,26,Mana,86,0.57s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,6,7,26,Mana,110,0.55s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,7,8,26,Mana,141,0.52s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,8,9,26,Mana,180,0.5s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,9,10,26,Mana,231,0.48s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,10,11,26,Mana,295,0.46s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,11,12,26,Mana,378,0.44s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,12,13,26,Mana,484,0.41s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,13,14,26,Mana,619,0.39s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,14,15,26,Mana,792,0.37s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,15,16,26,Mana,1014,0.35s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,16,17,26,Mana,1298,0.33s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,17,18,26,Mana,1662,0.3s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,18,19,26,Mana,2127,0.28s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,19,20,26,Mana,2722,0.26s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,20,21,26,Mana,3484,0.24s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,21,22,26,Mana,4460,0.22s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,22,23,26,Mana,5709,0.19s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,23,24,26,Mana,7308,0.17s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,24,25,26,Mana,9354,0.15s/case,-0.022s then cap 0.10s,
Snake,General,speed,Vitesse,25,26,26,Mana,11973,0.1s/case,-0.022s then cap 0.10s,
Snake,General,gridSize,Taille grille,0,1,5,Mana,70,5x5,+1 axis,
Snake,General,gridSize,Taille grille,1,2,5,Mana,97,6x6,+1 axis,
Snake,General,gridSize,Taille grille,2,3,5,Mana,133,7x7,+1 axis,
Snake,General,gridSize,Taille grille,3,4,5,Mana,184,8x8,+1 axis,
Snake,General,gridSize,Taille grille,4,5,5,Mana,254,9x9,+1 axis,
Snake,General,automation,Automatisation,0,1,10,Mana,160,1,assist direction,
Snake,General,automation,Automatisation,1,2,10,Mana,227,2,assist direction,
Snake,General,automation,Automatisation,2,3,10,Mana,323,3,assist direction,
Snake,General,automation,Automatisation,3,4,10,Mana,458,4,assist direction,
Snake,General,automation,Automatisation,4,5,10,Mana,651,5,assist direction,
Snake,General,automation,Automatisation,5,6,10,Mana,924,6,assist direction,
Snake,General,automation,Automatisation,6,7,10,Mana,1312,7,assist direction,
Snake,General,automation,Automatisation,7,8,10,Mana,1863,8,assist direction,
Snake,General,automation,Automatisation,8,9,10,Mana,2645,9,assist direction,
Snake,General,automation,Automatisation,9,10,10,Mana,3756,10,assist direction,
Snake,General,baseMultiplier,Base multi,0,1,40,Mana,55,1.1x,+0.1x,
Snake,General,baseMultiplier,Base multi,1,2,40,Mana,67,1.2x,+0.1x,
Snake,General,baseMultiplier,Base multi,2,3,40,Mana,82,1.3x,+0.1x,
Snake,General,baseMultiplier,Base multi,3,4,40,Mana,100,1.4x,+0.1x,
Snake,General,baseMultiplier,Base multi,4,5,40,Mana,122,1.5x,+0.1x,
Snake,General,baseMultiplier,Base multi,5,6,40,Mana,149,1.6x,+0.1x,
Snake,General,baseMultiplier,Base multi,6,7,40,Mana,181,1.7x,+0.1x,
Snake,General,baseMultiplier,Base multi,7,8,40,Mana,221,1.8x,+0.1x,
Snake,General,baseMultiplier,Base multi,8,9,40,Mana,270,1.9x,+0.1x,
Snake,General,baseMultiplier,Base multi,9,10,40,Mana,329,2x,+0.1x,
Snake,General,baseMultiplier,Base multi,10,11,40,Mana,402,2.1x,+0.1x,
Snake,General,baseMultiplier,Base multi,11,12,40,Mana,490,2.2x,+0.1x,
Snake,General,baseMultiplier,Base multi,12,13,40,Mana,598,2.3x,+0.1x,
Snake,General,baseMultiplier,Base multi,13,14,40,Mana,730,2.4x,+0.1x,
Snake,General,baseMultiplier,Base multi,14,15,40,Mana,890,2.5x,+0.1x,
Snake,General,baseMultiplier,Base multi,15,16,40,Mana,1086,2.6x,+0.1x,
Snake,General,baseMultiplier,Base multi,16,17,40,Mana,1325,2.7x,+0.1x,
Snake,General,baseMultiplier,Base multi,17,18,40,Mana,1616,2.8x,+0.1x,
Snake,General,baseMultiplier,Base multi,18,19,40,Mana,1972,2.9x,+0.1x,
Snake,General,baseMultiplier,Base multi,19,20,40,Mana,2405,3x,+0.1x,
Snake,General,baseMultiplier,Base multi,20,21,40,Mana,2935,3.1x,+0.1x,
Snake,General,baseMultiplier,Base multi,21,22,40,Mana,3580,3.2x,+0.1x,
Snake,General,baseMultiplier,Base multi,22,23,40,Mana,4368,3.3x,+0.1x,
Snake,General,baseMultiplier,Base multi,23,24,40,Mana,5329,3.4x,+0.1x,
Snake,General,baseMultiplier,Base multi,24,25,40,Mana,6501,3.5x,+0.1x,
Snake,General,baseMultiplier,Base multi,25,26,40,Mana,7932,3.6x,+0.1x,
Snake,General,baseMultiplier,Base multi,26,27,40,Mana,9676,3.7x,+0.1x,
Snake,General,baseMultiplier,Base multi,27,28,40,Mana,11805,3.8x,+0.1x,
Snake,General,baseMultiplier,Base multi,28,29,40,Mana,14403,3.9x,+0.1x,
Snake,General,baseMultiplier,Base multi,29,30,40,Mana,17571,4x,+0.1x,
Snake,General,baseMultiplier,Base multi,30,31,40,Mana,21437,4.1x,+0.1x,
Snake,General,baseMultiplier,Base multi,31,32,40,Mana,26153,4.2x,+0.1x,
Snake,General,baseMultiplier,Base multi,32,33,40,Mana,31906,4.3x,+0.1x,
Snake,General,baseMultiplier,Base multi,33,34,40,Mana,38926,4.4x,+0.1x,
Snake,General,baseMultiplier,Base multi,34,35,40,Mana,47489,4.5x,+0.1x,
Snake,General,baseMultiplier,Base multi,35,36,40,Mana,57937,4.6x,+0.1x,
Snake,General,baseMultiplier,Base multi,36,37,40,Mana,70683,4.7x,+0.1x,
Snake,General,baseMultiplier,Base multi,37,38,40,Mana,86234,4.8x,+0.1x,
Snake,General,baseMultiplier,Base multi,38,39,40,Mana,105205,4.9x,+0.1x,
Snake,General,baseMultiplier,Base multi,39,40,40,Mana,128350,5x,+0.1x,
Snake,General,bonusFruit,Fruits bonus,0,1,3,Mana,220,1,"orange, pear, banana",
Snake,General,bonusFruit,Fruits bonus,1,2,3,Mana,484,2,"orange, pear, banana",
Snake,General,bonusFruit,Fruits bonus,2,3,3,Mana,1065,3,"orange, pear, banana",
Snake,General,extraLife,Vie sup.,0,1,2,Mana,320,1,+1 life,
Snake,General,extraLife,Vie sup.,1,2,2,Mana,768,2,+1 life,
Snake,General,edgeWrap,Traverse bord,0,1,1,Mana,900,On,unlock,
Target Gallery,General,spawnSpeed,Apparition,0,1,10,Mana,85,1.3s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,1,2,10,Mana,112,1.2s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,2,3,10,Mana,148,1.1s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,3,4,10,Mana,195,1s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,4,5,10,Mana,258,0.9s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,5,6,10,Mana,341,0.8s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,6,7,10,Mana,450,0.7s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,7,8,10,Mana,594,0.6s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,8,9,10,Mana,783,0.5s,-0.1s,
Target Gallery,General,spawnSpeed,Apparition,9,10,10,Mana,1034,0.4s,-0.1s,
Target Gallery,General,targetCount,Cibles max,0,1,5,Mana,150,2,+1 target,
Target Gallery,General,targetCount,Cibles max,1,2,5,Mana,237,3,+1 target,
Target Gallery,General,targetCount,Cibles max,2,3,5,Mana,374,4,+1 target,
Target Gallery,General,targetCount,Cibles max,3,4,5,Mana,592,5,+1 target,
Target Gallery,General,targetCount,Cibles max,4,5,5,Mana,935,6,+1 target,
Target Gallery,General,damage,Degats,0,1,20,Mana,100,2,+1 damage,
Target Gallery,General,damage,Degats,1,2,20,Mana,128,3,+1 damage,
Target Gallery,General,damage,Degats,2,3,20,Mana,164,4,+1 damage,
Target Gallery,General,damage,Degats,3,4,20,Mana,210,5,+1 damage,
Target Gallery,General,damage,Degats,4,5,20,Mana,268,6,+1 damage,
Target Gallery,General,damage,Degats,5,6,20,Mana,344,7,+1 damage,
Target Gallery,General,damage,Degats,6,7,20,Mana,440,8,+1 damage,
Target Gallery,General,damage,Degats,7,8,20,Mana,563,9,+1 damage,
Target Gallery,General,damage,Degats,8,9,20,Mana,721,10,+1 damage,
Target Gallery,General,damage,Degats,9,10,20,Mana,922,11,+1 damage,
Target Gallery,General,damage,Degats,10,11,20,Mana,1181,12,+1 damage,
Target Gallery,General,damage,Degats,11,12,20,Mana,1511,13,+1 damage,
Target Gallery,General,damage,Degats,12,13,20,Mana,1934,14,+1 damage,
Target Gallery,General,damage,Degats,13,14,20,Mana,2476,15,+1 damage,
Target Gallery,General,damage,Degats,14,15,20,Mana,3169,16,+1 damage,
Target Gallery,General,damage,Degats,15,16,20,Mana,4056,17,+1 damage,
Target Gallery,General,damage,Degats,16,17,20,Mana,5192,18,+1 damage,
Target Gallery,General,damage,Degats,17,18,20,Mana,6646,19,+1 damage,
Target Gallery,General,damage,Degats,18,19,20,Mana,8507,20,+1 damage,
Target Gallery,General,damage,Degats,19,20,20,Mana,10889,21,+1 damage,
Target Gallery,General,automation,Automatisation,0,1,10,Mana,260,2.2s,-0.15s,
Target Gallery,General,automation,Automatisation,1,2,10,Mana,374,2.05s,-0.15s,
Target Gallery,General,automation,Automatisation,2,3,10,Mana,539,1.9s,-0.15s,
Target Gallery,General,automation,Automatisation,3,4,10,Mana,776,1.75s,-0.15s,
Target Gallery,General,automation,Automatisation,4,5,10,Mana,1118,1.6s,-0.15s,
Target Gallery,General,automation,Automatisation,5,6,10,Mana,1610,1.45s,-0.15s,
Target Gallery,General,automation,Automatisation,6,7,10,Mana,2318,1.3s,-0.15s,
Target Gallery,General,automation,Automatisation,7,8,10,Mana,3338,1.15s,-0.15s,
Target Gallery,General,automation,Automatisation,8,9,10,Mana,4807,1s,-0.15s,
Target Gallery,General,automation,Automatisation,9,10,10,Mana,6922,0.85s,-0.15s,
Tower Defense,Attack,damage,Damage +,0,1,60,Sigils,1,2 dmg,+1,
Tower Defense,Attack,damage,Damage +,1,2,60,Sigils,3,3 dmg,+1,
Tower Defense,Attack,damage,Damage +,2,3,60,Sigils,6,4 dmg,+1,
Tower Defense,Attack,damage,Damage +,3,4,60,Sigils,9,5 dmg,+1,
Tower Defense,Attack,damage,Damage +,4,5,60,Sigils,15,6 dmg,+1,
Tower Defense,Attack,damage,Damage +,5,6,60,Sigils,30,7 dmg,+1,
Tower Defense,Attack,damage,Damage +,6,7,60,Sigils,50,8 dmg,+1,
Tower Defense,Attack,damage,Damage +,7,8,60,Sigils,100,9 dmg,+1,
Tower Defense,Attack,damage,Damage +,8,9,60,Sigils,150,10 dmg,+1,
Tower Defense,Attack,damage,Damage +,9,10,60,Sigils,200,11 dmg,+1,
Tower Defense,Attack,damage,Damage +,10,11,60,Sigils,250,12 dmg,+1,
Tower Defense,Attack,damage,Damage +,11,12,60,Sigils,300,13 dmg,+1,
Tower Defense,Attack,damage,Damage +,12,13,60,Sigils,350,14 dmg,+1,
Tower Defense,Attack,damage,Damage +,13,14,60,Sigils,400,15 dmg,+1,
Tower Defense,Attack,damage,Damage +,14,15,60,Sigils,450,16 dmg,+1,
Tower Defense,Attack,damage,Damage +,15,16,60,Sigils,500,17 dmg,+1,
Tower Defense,Attack,damage,Damage +,16,17,60,Sigils,550,18 dmg,+1,
Tower Defense,Attack,damage,Damage +,17,18,60,Sigils,1500,19 dmg,+1,
Tower Defense,Attack,damage,Damage +,18,19,60,Sigils,1800,20 dmg,+1,
Tower Defense,Attack,damage,Damage +,19,20,60,Sigils,2100,21 dmg,+1,
Tower Defense,Attack,damage,Damage +,20,21,60,Sigils,2400,22 dmg,+1,
Tower Defense,Attack,damage,Damage +,21,22,60,Sigils,2700,23 dmg,+1,
Tower Defense,Attack,damage,Damage +,22,23,60,Sigils,3000,24 dmg,+1,
Tower Defense,Attack,damage,Damage +,23,24,60,Sigils,3300,25 dmg,+1,
Tower Defense,Attack,damage,Damage +,24,25,60,Sigils,3600,26 dmg,+1,
Tower Defense,Attack,damage,Damage +,25,26,60,Sigils,3900,27 dmg,+1,
Tower Defense,Attack,damage,Damage +,26,27,60,Sigils,4200,28 dmg,+1,
Tower Defense,Attack,damage,Damage +,27,28,60,Sigils,10000,29 dmg,+1,
Tower Defense,Attack,damage,Damage +,28,29,60,Sigils,11000,30 dmg,+1,
Tower Defense,Attack,damage,Damage +,29,30,60,Sigils,12000,31 dmg,+1,
Tower Defense,Attack,damage,Damage +,30,31,60,Sigils,13000,32 dmg,+1,
Tower Defense,Attack,damage,Damage +,31,32,60,Sigils,14000,33 dmg,+1,
Tower Defense,Attack,damage,Damage +,32,33,60,Sigils,15000,34 dmg,+1,
Tower Defense,Attack,damage,Damage +,33,34,60,Sigils,16000,35 dmg,+1,
Tower Defense,Attack,damage,Damage +,34,35,60,Sigils,17000,36 dmg,+1,
Tower Defense,Attack,damage,Damage +,35,36,60,Sigils,18000,37 dmg,+1,
Tower Defense,Attack,damage,Damage +,36,37,60,Sigils,19000,38 dmg,+1,
Tower Defense,Attack,damage,Damage +,37,38,60,Sigils,60000,39 dmg,+1,
Tower Defense,Attack,damage,Damage +,38,39,60,Sigils,70000,40 dmg,+1,
Tower Defense,Attack,damage,Damage +,39,40,60,Sigils,80000,41 dmg,+1,
Tower Defense,Attack,damage,Damage +,40,41,60,Sigils,90000,42 dmg,+1,
Tower Defense,Attack,damage,Damage +,41,42,60,Sigils,100000,43 dmg,+1,
Tower Defense,Attack,damage,Damage +,42,43,60,Sigils,110000,44 dmg,+1,
Tower Defense,Attack,damage,Damage +,43,44,60,Sigils,120000,45 dmg,+1,
Tower Defense,Attack,damage,Damage +,44,45,60,Sigils,130000,46 dmg,+1,
Tower Defense,Attack,damage,Damage +,45,46,60,Sigils,140000,47 dmg,+1,
Tower Defense,Attack,damage,Damage +,46,47,60,Sigils,150000,48 dmg,+1,
Tower Defense,Attack,damage,Damage +,47,48,60,Sigils,500000,49 dmg,+1,
Tower Defense,Attack,damage,Damage +,48,49,60,Sigils,600000,50 dmg,+1,
Tower Defense,Attack,damage,Damage +,49,50,60,Sigils,700000,51 dmg,+1,
Tower Defense,Attack,damage,Damage +,50,51,60,Sigils,800000,52 dmg,+1,
Tower Defense,Attack,damage,Damage +,51,52,60,Sigils,900000,53 dmg,+1,
Tower Defense,Attack,damage,Damage +,52,53,60,Sigils,1000000,54 dmg,+1,
Tower Defense,Attack,damage,Damage +,53,54,60,Sigils,1100000,55 dmg,+1,
Tower Defense,Attack,damage,Damage +,54,55,60,Sigils,1200000,56 dmg,+1,
Tower Defense,Attack,damage,Damage +,55,56,60,Sigils,1300000,57 dmg,+1,
Tower Defense,Attack,damage,Damage +,56,57,60,Sigils,1400000,58 dmg,+1,
Tower Defense,Attack,damage,Damage +,57,58,60,Sigils,3000000,59 dmg,+1,
Tower Defense,Attack,damage,Damage +,58,59,60,Sigils,5000000,60 dmg,+1,
Tower Defense,Attack,damage,Damage +,59,60,60,Sigils,10000000,61 dmg,+1,
